,bagging_fraction,bagging_freq,boosting_type,feature_fraction,lambda_l1,lambda_l2,learning_rate,max_bin,metric,min_data_in_leaf,min_gain_to_split,num_boost_round,num_class,num_leaves,num_threads,objective,reduced_dimension,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,,precision_score_test,recall_score_test,f1_score_test,status
155,0.36,4,gbdt,0.3,3,480,0.75,31,multi_error,1650,0.5,1000,3,115,12,multiclass,0.73,-0.499096055,0.617672048,0.497406716,0.499096055,0.118575993,0.499096055,0.499096055,0.499096055,ok
146,0.1,2,gbdt,0.6,5,15,0.092967478,255,multi_error,750,2.4,1000,3,150,12,multiclass,0.683799721,-0.499096055,0.523404003,0.503660235,0.499096055,0.024307948,0.499096055,0.499096055,0.499096055,ok
150,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.54,1000,3,100,12,multiclass,0.72,-0.499066418,0.603880579,0.500992857,0.499066418,0.104814161,0.499066418,0.499066418,0.499066418,ok
124,0.4,3,gbdt,0.3,4,420,0.75,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.499007143,0.614965126,0.502415459,0.499007143,0.115957983,0.499007143,0.499007143,0.499007143,ok
126,0.4,3,gbdt,0.3,4,420,0.75,63,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.498947868,0.604068286,0.500903945,0.498947868,0.105120418,0.498947868,0.498947868,0.498947868,ok
178,0.4,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.58,1000,3,20,12,multiclass,0.72,-0.49891823,0.594544664,0.504045523,0.49891823,0.095626434,0.49891823,0.49891823,0.49891823,ok
25,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.74,-0.498858955,0.586542451,0.504312261,0.498858955,0.087683496,0.498858955,0.498858955,0.498858955,ok
314,0.360066789,2,gbdt,0.1,15,270,0.080813612,255,multi_error,3200,6.4,1000,3,105,12,multiclass,0.731980372,-0.498829317,0.513257987,0.499629531,0.498829317,0.01442867,0.498829317,0.498829317,0.498829317,ok
117,0.36,4,gbdt,0.4,3,480,0.75,127,multi_error,1500,0.62,1000,3,115,12,multiclass,0.74,-0.498740405,0.585080319,0.499659168,0.498740405,0.086339914,0.498740405,0.498740405,0.498740405,ok
42,0.4,3,gbdt,0.6,4,480,0.75,31,multi_error,1200,0.62,1000,3,100,12,multiclass,0.73,-0.498621855,0.606547984,0.502089446,0.498621855,0.107926129,0.498621855,0.498621855,0.498621855,ok
100,0.4,3,gbdt,0.5,15,450,0.8,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.72,-0.498621855,0.592302069,0.501822708,0.498621855,0.093680214,0.498621855,0.498621855,0.498621855,ok
147,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.498621855,0.575675248,0.508698616,0.498621855,0.077053393,0.498621855,0.498621855,0.498621855,ok
38,0.36,4,gbdt,0.4,4,510,0.75,31,multi_error,750,0.66,1000,3,50,12,multiclass,0.72,-0.498592217,0.594534785,0.499896269,0.498592217,0.095942568,0.498592217,0.498592217,0.498592217,ok
349,0.354577587,4,gbdt,0.5,15,400,0.081553715,127,multi_error,2400,6.4,1000,3,95,12,multiclass,0.71648747,-0.498592217,0.519472052,0.500518657,0.498592217,0.020879835,0.498592217,0.498592217,0.498592217,ok
193,0.36,3,gbdt,0.4,3,510,0.75,127,multi_error,1050,0.5,1000,3,50,12,multiclass,0.71,-0.498503305,0.589842129,0.502741472,0.498503305,0.091338824,0.498503305,0.498503305,0.498503305,ok
11,0.38,4,gbdt,0.6,3,450,0.75,255,multi_error,1200,0.58,1000,3,125,12,multiclass,0.67,-0.498355117,0.663739108,0.495806289,0.498355117,0.165383991,0.498355117,0.498355117,0.498355117,ok
118,0.4,3,gbdt,0.3,15,480,0.75,63,multi_error,1200,0.58,1000,3,100,12,multiclass,0.69,-0.498206929,0.577502914,0.498295842,0.498206929,0.079295985,0.498206929,0.498206929,0.498206929,ok
146,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.498177292,0.556944143,0.504460449,0.498177292,0.058766851,0.498177292,0.498177292,0.498177292,ok
140,0.4,3,gbdt,0.3,15,300,0.75,63,multi_error,1500,0.5,1000,3,125,12,multiclass,0.68,-0.498118017,0.647892751,0.494798613,0.498118017,0.149774734,0.498118017,0.498118017,0.498118017,ok
26,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.72,-0.498058742,0.592479896,0.503660235,0.498058742,0.094421154,0.498058742,0.498058742,0.498058742,ok
2,0.38,4,gbdt,0.3,13,450,0.9,63,multi_error,1500,0.54,1000,3,115,12,multiclass,0.74,-0.498058742,0.587965067,0.496576865,0.498058742,0.089906325,0.498058742,0.498058742,0.498058742,ok
94,0.38,4,gbdt,0.6,13,330,0.85,31,multi_error,1200,0.58,1000,3,30,12,multiclass,0.74,-0.497910554,0.590671988,0.498177292,0.497910554,0.092761434,0.497910554,0.497910554,0.497910554,ok
194,0.4,3,gbdt,0.5,15,450,0.95,255,multi_error,750,0.5,1000,3,20,12,multiclass,0.72,-0.497792004,0.606093537,0.496843603,0.497792004,0.108301533,0.497792004,0.497792004,0.497792004,ok
48,0.4,3,gbdt,0.4,13,330,0.8,31,multi_error,750,0.66,1000,3,50,12,multiclass,0.7,-0.497732729,0.5894272,0.499748081,0.497732729,0.091694471,0.497732729,0.497732729,0.497732729,ok
127,0.4,3,gbdt,0.6,4,420,0.75,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.497673454,0.609106716,0.500607569,0.497673454,0.111433262,0.497673454,0.497673454,0.497673454,ok
62,0.38,3,gbdt,0.6,13,360,0.75,31,multi_error,1500,0.54,1000,3,100,12,multiclass,0.7,-0.497584541,0.609748869,0.498177292,0.497584541,0.112164328,0.497584541,0.497584541,0.497584541,ok
197,0.4,3,gbdt,0.6,17,390,0.75,127,multi_error,1350,0.66,1000,3,100,12,multiclass,0.72,-0.497554904,0.577819051,0.502504372,0.497554904,0.080264147,0.497554904,0.497554904,0.497554904,ok
354,0.383824085,2,gbdt,0.5,15,540,0.082661944,127,multi_error,2400,6.4,1000,3,110,12,multiclass,0.701730518,-0.497436353,0.514878189,0.496221215,0.497436353,0.017441836,0.497436353,0.497436353,0.497436353,ok
153,0.4,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.62,1000,3,100,12,multiclass,0.67,-0.497377078,0.603337219,0.500666844,0.497377078,0.105960141,0.497377078,0.497377078,0.497377078,ok
172,0.32,3,gbdt,0.4,13,450,0.75,127,multi_error,1500,0.54,1000,3,30,12,multiclass,0.72,-0.497317803,0.557813519,0.499836994,0.497317803,0.060495716,0.497317803,0.497317803,0.497317803,ok
72,0.36,4,gbdt,0.3,3,480,0.85,31,multi_error,750,0.58,1000,3,115,12,multiclass,0.72,-0.497288166,0.582709292,0.492872173,0.497288166,0.085421126,0.497288166,0.497288166,0.497288166,ok
102,0.1,5,gbdt,0.3,2,135,0.077189957,255,multi_error,1200,2.4,1000,3,75,12,multiclass,0.698753838,-0.497288166,0.52589358,0.504460449,0.497288166,0.028605414,0.497288166,0.497288166,0.497288166,ok
183,0.3,3,gbdt,0.4,17,300,0.75,127,multi_error,1500,0.66,1000,3,50,12,multiclass,0.71,-0.497169616,0.55670704,0.496073027,0.497169616,0.059537424,0.497169616,0.497169616,0.497169616,ok
90,0.36,4,gbdt,0.3,15,300,0.75,63,multi_error,1200,0.66,1000,3,100,12,multiclass,0.73,-0.497139978,0.584536958,0.496843603,0.497139978,0.08739698,0.497139978,0.497139978,0.497139978,ok
85,0.38,4,gbdt,0.6,17,270,0.75,31,multi_error,1350,0.62,1000,3,100,12,multiclass,0.73,-0.497110341,0.581889313,0.506505438,0.497110341,0.084778972,0.497110341,0.497110341,0.497110341,ok
88,0.4,3,gbdt,0.6,17,390,0.95,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.74,-0.497051065,0.581839916,0.497199253,0.497051065,0.084788851,0.497051065,0.497051065,0.497051065,ok
179,0.38,3,gbdt,0.4,15,450,0.75,127,multi_error,1500,0.54,1000,3,100,12,multiclass,0.69,-0.49699179,0.587352552,0.500281557,0.49699179,0.090360762,0.49699179,0.49699179,0.49699179,ok
54,0.4,3,gbdt,0.6,13,480,0.75,255,multi_error,1200,0.66,1000,3,30,12,multiclass,0.69,-0.496962153,0.600215368,0.503541685,0.496962153,0.103253215,0.496962153,0.496962153,0.496962153,ok
87,0.32,4,gbdt,0.5,2,480,0.75,255,multi_error,1500,0.62,1000,3,30,12,multiclass,0.71,-0.496902878,0.602418447,0.500755757,0.496902878,0.105515569,0.496902878,0.496902878,0.496902878,ok
44,0.4,3,gbdt,0.6,13,450,0.85,63,multi_error,900,0.62,1000,3,125,12,multiclass,0.73,-0.496902878,0.587500741,0.498740405,0.496902878,0.090597863,0.496902878,0.496902878,0.496902878,ok
82,0.34,3,gbdt,0.3,15,330,0.75,127,multi_error,1200,0.58,1000,3,100,12,multiclass,0.72,-0.496843603,0.573541325,0.500074094,0.496843603,0.076697722,0.496843603,0.496843603,0.496843603,ok
114,0.4,4,gbdt,0.5,2,300,0.75,31,multi_error,1650,0.54,1000,3,50,12,multiclass,0.73,-0.496725053,0.637835648,0.497199253,0.496725053,0.141110595,0.496725053,0.496725053,0.496725053,ok
67,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.496665778,0.588626978,0.503067485,0.496665778,0.0919612,0.496665778,0.496665778,0.496665778,ok
76,0.38,4,gbdt,0.4,17,390,0.75,127,multi_error,1350,0.5,1000,3,125,12,multiclass,0.74,-0.496102664,0.641589773,0.503156397,0.496102664,0.145487109,0.496102664,0.496102664,0.496102664,ok
60,0.36,4,gbdt,0.4,17,390,0.9,255,multi_error,1200,0.66,1000,3,100,12,multiclass,0.72,-0.496102664,0.579794906,0.497643816,0.496102664,0.083692242,0.496102664,0.496102664,0.496102664,ok
64,0.32,4,gbdt,0.5,2,510,0.75,31,multi_error,1200,0.5,1000,3,50,12,multiclass,0.72,-0.496102664,0.557447986,0.497999467,0.496102664,0.061345322,0.496102664,0.496102664,0.496102664,ok
105,0.1,1,gbdt,0.6,5,270,0.080276884,128,multi_error,750,0.8,1000,3,125,12,multiclass,0.677782251,-0.496013752,0.54253028,0.499422068,0.496013752,0.046516528,0.496013752,0.496013752,0.496013752,ok
192,0.3,3,gbdt,0.4,17,360,0.75,127,multi_error,1500,0.54,1000,3,30,12,multiclass,0.72,-0.495924839,0.556381024,0.499481343,0.495924839,0.060456185,0.495924839,0.495924839,0.495924839,ok
107,0.36,4,gbdt,0.5,17,480,0.75,31,multi_error,1500,0.58,1000,3,115,12,multiclass,0.72,-0.495895202,0.564363478,0.504075161,0.495895202,0.068468276,0.495895202,0.495895202,0.495895202,ok
166,0.4,3,gbdt,0.4,17,450,0.95,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.72,-0.495776652,0.566872814,0.497703091,0.495776652,0.071096162,0.495776652,0.495776652,0.495776652,ok
141,0.3,3,gbdt,0.6,13,360,0.75,31,multi_error,900,0.62,1000,3,30,12,multiclass,0.71,-0.495776652,0.555511648,0.49879968,0.495776652,0.059734996,0.495776652,0.495776652,0.495776652,ok
118,0.1,2,gbdt,0.1,10,45,0.091319641,128,multi_error,1200,0.8,1000,3,125,12,multiclass,0.676929505,-0.495776652,0.515727806,0.4942355,0.495776652,0.019951154,0.495776652,0.495776652,0.495776652,ok
102,0.4,3,gbdt,0.3,17,300,0.75,31,multi_error,1200,0.58,1000,3,125,12,multiclass,0.69,-0.495717376,0.629013456,0.496932515,0.495717376,0.13329608,0.495717376,0.495717376,0.495717376,ok
157,0.1,3,gbdt,0.1,2,15,0.077416342,255,multi_error,1800,0.8,1000,3,75,12,multiclass,0.694040989,-0.495628464,0.508189919,0.487922705,0.495628464,0.012561455,0.495628464,0.495628464,0.495628464,ok
58,0.4,4,gbdt,0.5,15,420,0.85,31,multi_error,750,0.5,1000,3,100,12,multiclass,0.73,-0.495598826,0.577907965,0.505497762,0.495598826,0.082309139,0.495598826,0.495598826,0.495598826,ok
134,0.3,3,gbdt,0.6,15,420,0.8,31,multi_error,1500,0.5,1000,3,125,12,multiclass,0.73,-0.495539551,0.570696094,0.497880916,0.495539551,0.075156543,0.495539551,0.495539551,0.495539551,ok
86,0.34,3,gbdt,0.3,13,480,0.85,31,multi_error,1200,0.58,1000,3,50,12,multiclass,0.68,-0.495509914,0.56065875,0.491657034,0.495509914,0.065148836,0.495509914,0.495509914,0.495509914,ok
139,0.32,3,gbdt,0.4,4,450,0.9,127,multi_error,1350,0.54,1000,3,115,12,multiclass,0.73,-0.495509914,0.559315169,0.488426543,0.495509914,0.063805255,0.495509914,0.495509914,0.495509914,ok
174,0.3,3,gbdt,0.4,17,450,0.75,127,multi_error,1500,0.5,1000,3,20,12,multiclass,0.72,-0.495450639,0.568008931,0.50084467,0.495450639,0.072558292,0.495450639,0.495450639,0.495450639,ok
29,0.36,4,gbdt,0.6,2,360,0.75,255,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.495391364,0.605411867,0.498384754,0.495391364,0.110020503,0.495391364,0.495391364,0.495391364,ok
164,0.1,2,gbdt,0.3,2,15,0.09750632,200,multi_error,1800,1.2,1000,3,150,12,multiclass,0.681192097,-0.495391364,0.508170161,0.491153196,0.495391364,0.012778797,0.495391364,0.495391364,0.495391364,ok
18,0.32,3,gbdt,0.3,15,510,0.95,127,multi_error,750,0.5,1000,3,125,12,multiclass,0.71,-0.495243176,0.588014463,0.491182834,0.495243176,0.092771287,0.495243176,0.495243176,0.495243176,ok
189,0.4,3,gbdt,0.4,13,390,0.8,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.72,-0.495183901,0.623975025,0.50072612,0.495183901,0.128791124,0.495183901,0.495183901,0.495183901,ok
168,0.4,3,gbdt,0.4,17,450,0.9,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.72,-0.495183901,0.61423406,0.494561513,0.495183901,0.119050159,0.495183901,0.495183901,0.495183901,ok
108,0.3,3,gbdt,0.6,3,420,0.8,255,multi_error,1200,0.5,1000,3,100,12,multiclass,0.73,-0.494739338,0.565381044,0.495421001,0.494739338,0.070641706,0.494739338,0.494739338,0.494739338,ok
145,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.494680063,0.576455711,0.502474734,0.494680063,0.081775648,0.494680063,0.494680063,0.494680063,ok
7,0.32,3,gbdt,0.5,17,300,0.95,31,multi_error,1050,0.54,1000,3,30,12,multiclass,0.74,-0.494680063,0.56052044,0.49242761,0.494680063,0.065840377,0.494680063,0.494680063,0.494680063,ok
53,0.36,3,gbdt,0.6,15,360,0.75,31,multi_error,1350,0.5,1000,3,125,12,multiclass,0.7,-0.494561513,0.603554563,0.49879968,0.494561513,0.10899305,0.494561513,0.494561513,0.494561513,ok
187,0.4,3,gbdt,0.4,17,270,0.75,127,multi_error,750,0.5,1000,3,100,12,multiclass,0.66,-0.494502238,0.602339412,0.49879968,0.494502238,0.107837174,0.494502238,0.494502238,0.494502238,ok
144,0.4,3,gbdt,0.6,17,330,0.85,255,multi_error,900,0.66,1000,3,100,12,multiclass,0.7,-0.4944726,0.596006797,0.494294775,0.4944726,0.101534197,0.4944726,0.4944726,0.4944726,ok
49,0.38,3,gbdt,0.5,3,390,0.75,31,multi_error,900,0.62,1000,3,115,12,multiclass,0.68,-0.494294775,0.657110114,0.49699179,0.494294775,0.162815339,0.494294775,0.494294775,0.494294775,ok
133,0.4,3,gbdt,0.3,3,510,0.75,63,multi_error,1350,0.54,1000,3,115,12,multiclass,0.7,-0.4942355,0.602260378,0.502800747,0.4942355,0.108024878,0.4942355,0.4942355,0.4942355,ok
195,0.4,3,gbdt,0.6,17,330,0.9,127,multi_error,1650,0.58,1000,3,100,12,multiclass,0.7,-0.494205862,0.656645788,0.490678996,0.494205862,0.162439926,0.494205862,0.494205862,0.494205862,ok
77,0.34,4,gbdt,0.3,13,450,0.8,63,multi_error,1200,0.58,1000,3,30,12,multiclass,0.72,-0.49411695,0.560806939,0.498058742,0.49411695,0.066689989,0.49411695,0.49411695,0.49411695,ok
142,0.36,3,gbdt,0.3,2,510,0.8,31,multi_error,1050,0.5,1000,3,20,12,multiclass,0.72,-0.494087312,0.568078086,0.496576865,0.494087312,0.073990774,0.494087312,0.494087312,0.494087312,ok
83,0.4,4,gbdt,0.4,4,480,0.75,63,multi_error,1050,0.54,1000,3,20,12,multiclass,0.69,-0.494028037,0.605046334,0.50108177,0.494028037,0.111018297,0.494028037,0.494028037,0.494028037,ok
98,0.3,4,gbdt,0.3,3,480,0.75,31,multi_error,1200,0.54,1000,3,115,12,multiclass,0.68,-0.4939984,0.578421687,0.489938058,0.4939984,0.084423287,0.4939984,0.4939984,0.4939984,ok
43,0.4,3,gbdt,0.6,17,420,0.95,127,multi_error,1500,0.62,1000,3,115,12,multiclass,0.73,-0.493968762,0.593734564,0.494205862,0.493968762,0.099765802,0.493968762,0.493968762,0.493968762,ok
74,0.4,4,gbdt,0.3,17,270,0.9,255,multi_error,1650,0.66,1000,3,100,12,multiclass,0.68,-0.493968762,0.567771828,0.488515456,0.493968762,0.073803066,0.493968762,0.493968762,0.493968762,ok
181,0.32,3,gbdt,0.4,2,450,0.75,127,multi_error,1500,0.58,1000,3,30,12,multiclass,0.72,-0.493879849,0.579656596,0.496843603,0.493879849,0.085776747,0.493879849,0.493879849,0.493879849,ok
191,0.4,3,gbdt,0.6,17,300,0.85,63,multi_error,1500,0.58,1000,3,100,12,multiclass,0.68,-0.493672387,0.660735808,0.490767908,0.493672387,0.167063421,0.493672387,0.493672387,0.493672387,ok
45,0.4,3,gbdt,0.6,17,480,0.9,31,multi_error,1350,0.62,1000,3,30,12,multiclass,0.73,-0.493642749,0.566260299,0.497703091,0.493642749,0.07261755,0.493642749,0.493642749,0.493642749,ok
101,0.34,4,gbdt,0.6,4,480,0.75,255,multi_error,1050,0.5,1000,3,100,12,multiclass,0.71,-0.493613112,0.689731481,0.499066418,0.493613112,0.196118369,0.493613112,0.493613112,0.493613112,ok
196,0.4,3,gbdt,0.4,17,450,0.75,63,multi_error,1500,0.5,1000,3,115,12,multiclass,0.66,-0.493613112,0.613601786,0.503541685,0.493613112,0.119988674,0.493613112,0.493613112,0.493613112,ok
173,0.4,3,gbdt,0.4,2,450,0.85,127,multi_error,1500,0.5,1000,3,50,12,multiclass,0.72,-0.493583474,0.602487602,0.494561513,0.493583474,0.108904128,0.493583474,0.493583474,0.493583474,ok
112,0.38,4,gbdt,0.6,17,450,0.95,31,multi_error,1050,0.62,1000,3,100,12,multiclass,0.74,-0.493583474,0.57810555,0.495006076,0.493583474,0.084522076,0.493583474,0.493583474,0.493583474,ok
99,0.36,4,gbdt,0.3,17,390,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.493583474,0.56039201,0.505468125,0.493583474,0.066808536,0.493583474,0.493583474,0.493583474,ok
105,0.4,3,gbdt,0.6,17,480,0.9,31,multi_error,1350,0.66,1000,3,100,12,multiclass,0.66,-0.493524199,0.564116496,0.492397973,0.493524199,0.070592297,0.493524199,0.493524199,0.493524199,ok
132,0.32,3,gbdt,0.4,4,360,0.75,127,multi_error,900,0.62,1000,3,20,12,multiclass,0.72,-0.493494562,0.57306712,0.496132302,0.493494562,0.079572558,0.493494562,0.493494562,0.493494562,ok
32,0.36,4,gbdt,0.3,17,480,0.8,255,multi_error,1650,0.66,1000,3,100,12,multiclass,0.66,-0.493405649,0.556134042,0.493761299,0.493405649,0.062728393,0.493405649,0.493405649,0.493405649,ok
37,0.4,4,gbdt,0.3,2,390,0.85,255,multi_error,1500,0.58,1000,3,30,12,multiclass,0.74,-0.493316736,0.587194483,0.495776652,0.493316736,0.093877747,0.493316736,0.493316736,0.493316736,ok
199,0.32,3,gbdt,0.4,2,450,0.75,255,multi_error,1500,0.54,1000,3,100,12,multiclass,0.67,-0.493198186,0.553180139,0.487833793,0.493198186,0.059981953,0.493198186,0.493198186,0.493198186,ok
69,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.66,-0.493168549,0.540277805,0.49242761,0.493168549,0.047109256,0.493168549,0.493168549,0.493168549,ok
123,0.4,3,gbdt,0.6,4,420,0.9,255,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.493079636,0.597162672,0.494798613,0.493079636,0.104083036,0.493079636,0.493079636,0.493079636,ok
84,0.4,3,gbdt,0.3,17,420,0.8,31,multi_error,1650,0.5,1000,3,125,12,multiclass,0.67,-0.493020361,0.674369208,0.496902878,0.493020361,0.181348847,0.493020361,0.493020361,0.493020361,ok
186,0.4,3,gbdt,0.4,15,330,0.9,127,multi_error,1050,0.54,1000,3,115,12,multiclass,0.72,-0.493020361,0.591007884,0.497732729,0.493020361,0.097987523,0.493020361,0.493020361,0.493020361,ok
31,0.34,4,gbdt,0.3,3,480,0.85,31,multi_error,750,0.62,1000,3,100,12,multiclass,0.73,-0.492990723,0.580713679,0.499570256,0.492990723,0.087722956,0.492990723,0.492990723,0.492990723,ok
112,0.1,1,gbdt,0.1,10,135,0.098295122,200,multi_error,1800,1.2,1000,3,75,12,multiclass,0.704525727,-0.492901811,0.509098813,0.498088379,0.492901811,0.016197002,0.492901811,0.492901811,0.492901811,ok
182,0.4,3,gbdt,0.4,17,360,0.85,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.68,-0.492842536,0.688970777,0.495421001,0.492842536,0.196128241,0.492842536,0.492842536,0.492842536,ok
15,0.38,4,gbdt,0.3,17,390,0.9,31,multi_error,900,0.54,1000,3,20,12,multiclass,0.73,-0.492753623,0.579419494,0.502415459,0.492753623,0.086665871,0.492753623,0.492753623,0.492753623,ok
180,0.4,3,gbdt,0.4,13,450,0.8,127,multi_error,1500,0.5,1000,3,125,12,multiclass,0.67,-0.492635073,0.635810397,0.496487952,0.492635073,0.143175324,0.492635073,0.492635073,0.492635073,ok
113,0.32,3,gbdt,0.3,13,480,0.9,31,multi_error,1200,0.66,1000,3,30,12,multiclass,0.72,-0.492516523,0.557596175,0.491153196,0.492516523,0.065079652,0.492516523,0.492516523,0.492516523,ok
165,0.4,3,gbdt,0.4,17,450,0.85,127,multi_error,1500,0.5,1000,3,20,12,multiclass,0.72,-0.492397973,0.5894272,0.503393498,0.492397973,0.097029227,0.492397973,0.492397973,0.492397973,ok
151,0.32,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.5,1000,3,100,12,multiclass,0.69,-0.492368335,0.550255873,0.492605436,0.492368335,0.057887538,0.492368335,0.492368335,0.492368335,ok
46,0.38,3,gbdt,0.6,2,270,0.75,255,multi_error,1200,0.62,1000,3,100,12,multiclass,0.69,-0.492220148,0.691233131,0.495302451,0.492220148,0.199012983,0.492220148,0.492220148,0.492220148,ok
122,0.4,3,gbdt,0.5,4,420,0.95,31,multi_error,900,0.62,1000,3,20,12,multiclass,0.73,-0.49219051,0.596540278,0.495302451,0.49219051,0.104349768,0.49219051,0.49219051,0.49219051,ok
157,0.34,4,gbdt,0.3,17,390,0.9,31,multi_error,1200,0.66,1000,3,125,12,multiclass,0.71,-0.49219051,0.551233921,0.499807356,0.49219051,0.059043411,0.49219051,0.49219051,0.49219051,ok
21,0.34,4,gbdt,0.3,2,480,0.75,127,multi_error,1350,0.62,1000,3,100,12,multiclass,0.68,-0.492131235,0.543597242,0.492901811,0.492131235,0.051466007,0.492131235,0.492131235,0.492131235,ok
66,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.74,-0.492042322,0.557961708,0.502771109,0.492042322,0.065919386,0.492042322,0.492042322,0.492042322,ok
97,0.34,3,gbdt,0.6,17,270,0.9,31,multi_error,1200,0.66,1000,3,100,12,multiclass,0.73,-0.492012685,0.563187845,0.495687739,0.492012685,0.07117516,0.492012685,0.492012685,0.492012685,ok
305,0.204129105,2,gbdt,0.3,5,540,0.08397464,127,multi_error,3200,1,1000,3,90,12,multiclass,0.66549362,-0.492012685,0.515046136,0.49651759,0.492012685,0.023033451,0.492012685,0.492012685,0.492012685,ok
40,0.3,4,gbdt,0.5,3,300,0.8,255,multi_error,1650,0.58,1000,3,20,12,multiclass,0.74,-0.491983047,0.54211535,0.490738271,0.491983047,0.050132303,0.491983047,0.491983047,0.491983047,ok
78,0.32,3,gbdt,0.6,2,360,0.75,31,multi_error,1500,0.62,1000,3,100,12,multiclass,0.73,-0.49195341,0.595502954,0.496428677,0.49195341,0.103549544,0.49195341,0.49195341,0.49195341,ok
177,0.4,3,gbdt,0.4,17,450,0.9,127,multi_error,1500,0.5,1000,3,100,12,multiclass,0.66,-0.491686672,0.710636028,0.496813965,0.491686672,0.218949356,0.491686672,0.491686672,0.491686672,ok
52,0.3,3,gbdt,0.4,17,480,0.95,31,multi_error,1500,0.62,1000,3,100,12,multiclass,0.73,-0.491686672,0.558653257,0.494680063,0.491686672,0.066966585,0.491686672,0.491686672,0.491686672,ok
17,0.32,4,gbdt,0.4,13,270,0.8,31,multi_error,1500,0.58,1000,3,20,12,multiclass,0.7,-0.491657034,0.541907886,0.495006076,0.491657034,0.050250852,0.491657034,0.491657034,0.491657034,ok
103,0.38,4,gbdt,0.4,17,360,0.85,63,multi_error,750,0.5,1000,3,30,12,multiclass,0.73,-0.491479209,0.611211002,0.496487952,0.491479209,0.119731793,0.491479209,0.491479209,0.491479209,ok
119,0.34,4,gbdt,0.6,17,330,0.85,31,multi_error,1200,0.5,1000,3,125,12,multiclass,0.72,-0.491449572,0.556124163,0.494146587,0.491449572,0.064674591,0.491449572,0.491449572,0.491449572,ok
80,0.3,3,gbdt,0.5,17,510,0.95,31,multi_error,900,0.62,1000,3,100,12,multiclass,0.74,-0.491182834,0.56160716,0.497406716,0.491182834,0.070424326,0.491182834,0.491182834,0.491182834,ok
110,0.34,3,gbdt,0.4,15,480,0.75,127,multi_error,900,0.58,1000,3,20,12,multiclass,0.68,-0.491153196,0.582343759,0.494324412,0.491153196,0.091190563,0.491153196,0.491153196,0.491153196,ok
149,0.34,4,gbdt,0.3,17,480,0.75,31,multi_error,1200,0.58,1000,3,100,12,multiclass,0.66,-0.490649358,0.609640197,0.491271747,0.490649358,0.118990839,0.490649358,0.490649358,0.490649358,ok
16,0.4,3,gbdt,0.5,13,330,0.95,31,multi_error,900,0.54,1000,3,20,12,multiclass,0.71,-0.490590083,0.56651716,0.494887526,0.490590083,0.075927077,0.490590083,0.490590083,0.490590083,ok
71,0.3,4,gbdt,0.3,17,330,0.75,31,multi_error,900,0.5,1000,3,100,12,multiclass,0.67,-0.490590083,0.562269072,0.489463857,0.490590083,0.071678989,0.490590083,0.490590083,0.490590083,ok
56,0.4,3,gbdt,0.4,2,270,0.75,31,multi_error,900,0.54,1000,3,100,12,multiclass,0.66,-0.490441896,0.680089309,0.494650425,0.490441896,0.189647413,0.490441896,0.490441896,0.490441896,ok
109,0.4,4,gbdt,0.3,4,270,0.75,31,multi_error,1200,0.62,1000,3,100,12,multiclass,0.67,-0.490382621,0.674843413,0.498503305,0.490382621,0.184460792,0.490382621,0.490382621,0.490382621,ok
34,0.34,4,gbdt,0.4,4,300,0.9,31,multi_error,1200,0.5,1000,3,50,12,multiclass,0.69,-0.490382621,0.593270238,0.484188376,0.490382621,0.102887617,0.490382621,0.490382621,0.490382621,ok
