,Unnamed: 0,loss,accuracy_score_train,accuracy_score_valid,accuracy_score_test,precision_score_test,recall_score_test,f1_score_test,f0.5_score_test,f2_score_test,r2_score_test,cohen_kappa_score,hamming_loss,jaccard_score
max,chron10,-0.35092348284960423,0.9995296963181941,0.5052328623757195,0.5135309278350515,0.5135309278350515,0.5135309278350515,0.5135309278350515,0.5135309278350515,0.5135309278350515,-0.3828108951974036,0.2583920420718397,0.6490765171503958,0.3378474016633432
count,shuffle1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
mean,shuffle1,-0.5553472483317164,0.9918555237219095,0.6351816606104901,0.5553472483317164,0.5553472483317164,0.5553472483317164,0.5553472483317164,0.5553472483317164,0.5553472483317164,-0.4171360458148115,0.31012150798056826,0.44465275166828355,0.3692453814508229
std,shuffle1,0.032105424065299606,0.013445723681246548,0.015624480059095296,0.032105424065299606,0.032105424065299606,0.032105424065299606,0.032105424065299606,0.0321054240652996,0.0321054240652996,0.10154427721282494,0.045940588260988985,0.032105424065299606,0.029739529217684444
min,shuffle1,-0.6309601567602874,0.9525391551969624,0.5986745213549337,0.4529972752043597,0.4529972752043597,0.4529972752043597,0.4529972752043597,0.4529972752043597,0.4529972752043597,-0.6749765647456221,0.17313910394005905,0.3690398432397126,0.2768575096919111
25%,shuffle1,-0.5766455323960229,0.992599076889582,0.627992132506521,0.5391261315483072,0.5391261315483072,0.5391261315483072,0.5391261315483072,0.5391261315483072,0.5391261315483072,-0.47017852584455916,0.2958339751618646,0.42335446760397705,0.3600588470618637
50%,shuffle1,-0.5538065460681407,0.9986984842418726,0.6361435278336687,0.5538065460681407,0.5538065460681407,0.5538065460681407,0.5538065460681407,0.5538065460681407,0.5538065460681407,-0.39538219853585865,0.316848359943136,0.44619345393185933,0.37328336978381405
75%,shuffle1,-0.5391261315483072,0.999399244390654,0.6478903720490534,0.5766455323960229,0.5766455323960229,0.5766455323960229,0.5766455323960229,0.5766455323960229,0.5766455323960229,-0.34389686463012265,0.33485121817131575,0.4608738684516927,0.38587505208081424
max,shuffle1,-0.4529972752043597,0.9996228963315706,0.6601255886970173,0.6309601567602874,0.6309601567602874,0.6309601567602874,0.6309601567602874,0.6309601567602874,0.6309601567602874,-0.2550928455549719,0.3747809225045489,0.5470027247956403,0.41081882920979945
count,shuffle5,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
mean,shuffle5,-0.5583364615055243,0.9993628819274519,0.6286160834875207,0.5583364615055243,0.5583364615055243,0.5583364615055243,0.5583364615055243,0.5583364615055243,0.5583364615055243,-0.409877156005307,0.31490557593449264,0.4416635384944757,0.37218518898912517
std,shuffle5,0.03210141103710135,0.0005446785924666836,0.007809097356140876,0.03210141103710135,0.03210141103710135,0.03210141103710135,0.03210141103710135,0.032101411037101346,0.032101411037101346,0.09888079745462783,0.046359311176477964,0.03210141103710136,0.029953708554180544
min,shuffle5,-0.6401045068582626,0.9968401863479848,0.614093036058354,0.4536784741144414,0.4536784741144414,0.4536784741144414,0.4536784741144414,0.4536784741144415,0.4536784741144415,-0.6769809292150797,0.16887616533236086,0.3598954931417374,0.2736939264333921
25%,shuffle5,-0.5755528929997029,0.9994231023575723,0.6217275066181318,0.5388234885438091,0.5388234885438091,0.5388234885438091,0.5388234885438091,0.5388234885438091,0.5388234885438091,-0.45395591711415684,0.30189126917455944,0.4244471070002972,0.3626801529874206
50%,shuffle5,-0.5566837146357811,0.9995648191779962,0.6306557067018488,0.5566837146357811,0.5566837146357811,0.5566837146357811,0.5566837146357811,0.5566837146357811,0.5566837146357811,-0.3889983498450056,0.32466038325639623,0.44331628536421885,0.3786989724148719
75%,shuffle5,-0.5388234885438091,0.999617105106553,0.6337390412857994,0.5755528929997029,0.5755528929997029,0.5755528929997029,0.5755528929997029,0.5755528929997029,0.5755528929997029,-0.3504907165689016,0.34070104150102337,0.4611765114561908,0.38599591197107913
max,shuffle5,-0.4536784741144414,0.9997218907838196,0.641692437447287,0.6401045068582626,0.6401045068582626,0.6401045068582626,0.6401045068582626,0.6401045068582626,0.6401045068582626,-0.2435073731344644,0.3957409559437052,0.5463215258855586,0.4250518152390035
count,shuffle10,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
mean,shuffle10,-0.5554893681315296,0.9995377001770084,0.621066152419022,0.5554893681315296,0.5554893681315296,0.5554893681315296,0.5554893681315296,0.5554893681315296,0.5554893681315296,-0.41815356156952677,0.31042517531973624,0.4445106318684703,0.3693875868519313
std,shuffle10,0.03148118333791442,0.0001816874960371285,0.00615358195264183,0.03148118333791442,0.03148118333791442,0.03148118333791442,0.03148118333791442,0.03148118333791442,0.03148118333791442,0.10172486764613345,0.04779583634714784,0.031481183337914415,0.030570222782685084
min,shuffle10,-0.6270411495754409,0.9989027554170042,0.6107265175253225,0.4475476839237057,0.4475476839237057,0.4475476839237057,0.4475476839237057,0.44754768392370575,0.44754768392370575,-0.6523162279057715,0.14996009641351393,0.3729588504245591,0.2638319051282529
25%,shuffle10,-0.5752388226479441,0.9995233275402746,0.6157726839082845,0.5399132493267003,0.5399132493267003,0.5399132493267003,0.5399132493267003,0.5399132493267003,0.5399132493267003,-0.484088630406091,0.29873043750739553,0.424761177352056,0.36195794385745395
50%,shuffle10,-0.554487311976606,0.9995922162086991,0.6215266578099181,0.554487311976606,0.554487311976606,0.554487311976606,0.554487311976606,0.554487311976606,0.554487311976606,-0.39293164926064594,0.31871466795458614,0.445512688023394,0.37531279426212544
75%,shuffle10,-0.5399132493267003,0.9996441017883779,0.6260619693408186,0.5752388226479441,0.5752388226479441,0.5752388226479441,0.5752388226479441,0.5752388226479441,0.5752388226479441,-0.3471339798624741,0.34096217339441487,0.4600867506732997,0.38784372923768
max,shuffle10,-0.4475476839237057,0.9997028317260684,0.6341289123910248,0.6270411495754409,0.6270411495754409,0.6270411495754409,0.6270411495754409,0.6270411495754409,0.6270411495754409,-0.25282676056155484,0.3736579964047712,0.5524523160762943,0.4113843785771638
