feature_name,importance,%/Sum(importance)
req_yoy_lag06,118,0.022%
txtq_revtq_lag06,118,0.022%
xsgaq_revtq_lag14,118,0.022%
fincfy_q_revtq_lag17,118,0.022%
oibdpq_revtq_lag17,118,0.022%
tstkq_yoy_lag02,117,0.021%
ivltq_yoy_lag05,117,0.021%
atq_lag06,117,0.021%
txpq_qoq_lag07,117,0.021%
req_qoq_lag11,117,0.021%
req_atq_lag17,117,0.021%
txpq_qoq_lag01,116,0.021%
xsgaq_revtq_lag07,116,0.021%
chechy_q_qoq_lag11,116,0.021%
seqq_atq_lag11,116,0.021%
intanq_yoy_lag12,116,0.021%
dpq_revtq_lag16,116,0.021%
dpq_revtq_lag17,116,0.021%
revtq_lag01,115,0.021%
oibdpq_revtq_lag02,115,0.021%
xintq_revtq_lag04,115,0.021%
txpq_yoy_lag10,115,0.021%
oibdpq_revtq_lag14,115,0.021%
rectq_atq_lag15,115,0.021%
xintq_revtq_lag17,115,0.021%
gdwlq_yoy_lag19,115,0.021%
lltq_atq_lag03,114,0.021%
atq_lag07,114,0.021%
rectq_atq_lag08,114,0.021%
lltq_atq_lag01,113,0.021%
xintq_revtq_lag02,113,0.021%
stkcoq_qoq_lag03,113,0.021%
gdwlq_yoy_lag03,113,0.021%
atq_lag05,113,0.021%
seqq_atq_lag05,113,0.021%
revtq_lag06,113,0.021%
ppentq_atq_lag08,113,0.021%
xrdq_yoy_lag11,113,0.021%
fincfy_q_yoy_lag13,113,0.021%
atq_lag14,113,0.021%
dpactq_revtq_lag14,113,0.021%
xsgaq_revtq_lag15,113,0.021%
revtq_lag16,113,0.021%
invtq_atq_lag16,113,0.021%
xintq_revtq_lag06,112,0.020%
xsgaq_revtq_lag09,112,0.020%
dvy_q_qoq_lag14,112,0.020%
fincfy_q_qoq_lag18,112,0.020%
chechy_q_yoy_lag19,112,0.020%
ivltq_yoy_lag19,112,0.020%
chechy_q_qoq_lag05,111,0.020%
txpq_yoy_lag05,111,0.020%
ppentq_atq_lag09,111,0.020%
oibdpq_revtq_lag16,111,0.020%
ancq_atq_lag17,111,0.020%
revtq_lag18,111,0.020%
fincfy_q_yoy_lag18,111,0.020%
dlttq_atq_lag19,111,0.020%
oibdpq_revtq_lag03,110,0.020%
gdwlq_yoy_lag04,110,0.020%
ltq_atq_lag05,110,0.020%
chechy_q_yoy_lag06,110,0.020%
lltq_atq_lag06,110,0.020%
lltq_atq_lag09,110,0.020%
ltq_atq_lag09,110,0.020%
dpq_revtq_lag11,110,0.020%
revtq_lag12,110,0.020%
revtq_lag13,110,0.020%
txpq_atq_lag14,110,0.020%
revtq_lag05,109,0.020%
dpq_revtq_lag05,109,0.020%
xrdq_revtq_lag08,109,0.020%
dpq_revtq_lag13,109,0.020%
xrdq_yoy_lag14,109,0.020%
txpq_yoy_lag15,109,0.020%
ancq_atq_lag16,109,0.020%
xrdq_qoq_lag17,109,0.020%
ppentq_atq_lag01,108,0.020%
xsgaq_revtq_lag02,108,0.020%
ivltq_yoy_lag07,108,0.020%
txpq_atq_lag08,108,0.020%
oibdpq_revtq_lag11,108,0.020%
actq_atq_lag01,107,0.020%
ltq_atq_lag03,107,0.020%
atq_lag09,107,0.020%
req_atq_lag10,107,0.020%
oibdpq_revtq_lag04,106,0.019%
ppentq_atq_lag15,106,0.019%
actq_atq_lag16,106,0.019%
atq_lag17,106,0.019%
xsgaq_revtq_lag06,105,0.019%
invchy_q_yoy_lag07,105,0.019%
dlttq_atq_lag08,105,0.019%
revtq_lag10,105,0.019%
chechy_q_yoy_lag11,105,0.019%
actq_atq_lag18,105,0.019%
dlttq_atq_lag18,105,0.019%
dlttq_atq_lag10,104,0.019%
seqq_atq_lag12,104,0.019%
xrdq_yoy_lag17,104,0.019%
tstkq_qoq,103,0.019%
atq_lag01,103,0.019%
xrdq_revtq_lag01,103,0.019%
stkcoq_revtq_lag02,103,0.019%
stkcoq_yoy_lag05,103,0.019%
seqq_atq_lag06,103,0.019%
fincfy_q_yoy_lag07,103,0.019%
lltq_atq_lag11,103,0.019%
chechy_q_yoy_lag14,103,0.019%
req_atq_lag18,103,0.019%
xsgaq_revtq_lag04,102,0.019%
xrdq_revtq_lag05,102,0.019%
dvy_q_qoq_lag08,102,0.019%
intanq_yoy_lag10,102,0.019%
ltq_atq_lag13,102,0.019%
ltq_atq_lag16,102,0.019%
invtq_atq_lag18,102,0.019%
recdq_yoy,101,0.018%
txpq_yoy_lag02,101,0.018%
ivltq_yoy_lag06,101,0.018%
invchy_q_yoy_lag18,101,0.018%
fincfy_q_yoy_lag19,101,0.018%
gdwlq_yoy,100,0.018%
stkcoq_yoy_lag09,100,0.018%
xrdq_yoy_lag09,100,0.018%
atq_lag13,100,0.018%
ivltq_yoy_lag13,100,0.018%
xrdq_revtq_lag14,100,0.018%
revtq_lag15,100,0.018%
oibdpq_revtq_lag15,100,0.018%
xintq_revtq_lag15,100,0.018%
atq_lag16,100,0.018%
xrdq_yoy_lag01,99,0.018%
ivncfy_q_revtq_lag01,99,0.018%
recchy_q_revtq_lag01,99,0.018%
intanq_yoy_lag04,99,0.018%
ivltq_yoy_lag09,99,0.018%
ppentq_atq_lag10,99,0.018%
oibdpq_revtq_lag13,99,0.018%
recchy_q_yoy,98,0.018%
xrdq_revtq,98,0.018%
dpq_revtq_lag06,98,0.018%
fincfy_q_revtq_lag06,98,0.018%
recchy_q_revtq_lag06,98,0.018%
revtq_lag08,98,0.018%
xintq_revtq_lag10,98,0.018%
stkcoq_yoy_lag11,98,0.018%
txpq_yoy_lag11,98,0.018%
dlttq_atq_lag11,98,0.018%
dpactq_revtq_lag12,98,0.018%
fincfy_q_revtq_lag12,98,0.018%
xrdq_yoy_lag13,98,0.018%
ppentq_atq_lag16,98,0.018%
txpq_qoq_lag19,98,0.018%
actq_atq_lag02,97,0.018%
stkcoq_revtq_lag03,97,0.018%
fincfy_q_yoy_lag04,97,0.018%
xsgaq_revtq_lag05,97,0.018%
stkcoq_qoq_lag07,97,0.018%
ppentq_atq_lag07,97,0.018%
lltq_atq_lag08,97,0.018%
xintq_revtq_lag08,97,0.018%
dvy_q_qoq_lag11,97,0.018%
chechy_q_yoy_lag13,97,0.018%
xintq_revtq_lag13,97,0.018%
revtq_lag14,97,0.018%
txpq_yoy_lag16,97,0.018%
req_atq_lag16,97,0.018%
recchy_q_revtq_lag16,97,0.018%
ivchy_q_yoy_lag18,97,0.018%
seqq_atq_lag18,97,0.018%
stkcoq_qoq,96,0.018%
acomincq_yoy,96,0.018%
req_atq_lag02,96,0.018%
actq_atq_lag03,96,0.018%
ppentq_atq_lag04,96,0.018%
oibdpq_revtq_lag08,96,0.018%
atq_lag10,96,0.018%
txpq_qoq_lag12,96,0.018%
lltq_atq_lag13,96,0.018%
ancq_atq_lag18,96,0.018%
dvy_q_qoq_lag19,96,0.018%
ppentq_atq_lag02,95,0.017%
req_atq_lag04,95,0.017%
seqq_atq_lag04,95,0.017%
intanq_yoy_lag07,95,0.017%
xsgaq_revtq_lag08,95,0.017%
actq_atq_lag10,95,0.017%
fincfy_q_yoy_lag17,95,0.017%
ltq_atq_lag17,95,0.017%
recchy_q_yoy_lag18,95,0.017%
mibq_atq_lag18,95,0.017%
ancq_atq_lag19,95,0.017%
ancq_atq_lag02,94,0.017%
lltq_atq_lag02,94,0.017%
chechy_q_yoy_lag03,94,0.017%
txpq_atq_lag09,94,0.017%
txpq_qoq_lag10,94,0.017%
xrdq_yoy_lag15,94,0.017%
fincfy_q_revtq_lag18,94,0.017%
ancq_atq_lag01,93,0.017%
intanq_yoy_lag02,93,0.017%
dvy_q_qoq_lag03,93,0.017%
seqq_atq_lag03,93,0.017%
stkcoq_yoy_lag04,93,0.017%
ltq_atq_lag11,93,0.017%
tstkq_atq_lag11,93,0.017%
txpq_yoy_lag12,93,0.017%
xrdq_revtq_lag12,93,0.017%
dvy_q_qoq_lag13,93,0.017%
dvy_q_revtq_lag13,93,0.017%
dpq_revtq_lag15,93,0.017%
xrdq_yoy_lag16,93,0.017%
revtq_lag17,93,0.017%
xrdq_yoy_lag19,93,0.017%
xrdq_yoy,92,0.017%
stkcoq_qoq_lag01,92,0.017%
seqq_atq_lag07,92,0.017%
xrdq_revtq_lag09,92,0.017%
acomincq_yoy_lag16,92,0.017%
fincfy_q_yoy_lag16,92,0.017%
fincfy_q_qoq_lag17,92,0.017%
seqq_atq_lag17,92,0.017%
recchy_q_revtq_lag17,92,0.017%
dlttq_atq_lag03,91,0.017%
ivchy_q_yoy_lag07,91,0.017%
ppentq_atq_lag11,91,0.017%
oibdpq_revtq_lag12,91,0.017%
lltq_atq_lag15,91,0.017%
lltq_atq_lag18,91,0.017%
drcq_atq,90,0.016%
txpq_qoq_lag04,90,0.016%
intanq_yoy_lag05,90,0.016%
ltq_atq_lag06,90,0.016%
dpactq_revtq_lag06,90,0.016%
stkcoq_yoy_lag07,90,0.016%
lltq_atq_lag07,90,0.016%
req_atq_lag07,90,0.016%
chechy_q_yoy_lag09,90,0.016%
stkcoq_qoq_lag10,90,0.016%
txpq_qoq_lag02,89,0.016%
oibdpq_revtq_lag09,89,0.016%
xsgaq_revtq_lag10,89,0.016%
intanq_yoy_lag14,89,0.016%
actq_atq_lag14,89,0.016%
invtq_atq_lag15,89,0.016%
dvy_q_revtq_lag15,89,0.016%
chechy_q_yoy_lag17,89,0.016%
intanq_yoy_lag17,89,0.016%
recchy_q_yoy_lag17,89,0.016%
atq_lag18,89,0.016%
tstkq_qoq_lag05,88,0.016%
recdq_yoy_lag05,88,0.016%
dpactq_revtq_lag05,88,0.016%
ancq_atq_lag07,88,0.016%
txpq_qoq_lag11,88,0.016%
intanq_yoy_lag11,88,0.016%
dvy_q_qoq_lag12,88,0.016%
doq_revtq_lag03,87,0.016%
txpq_qoq_lag05,87,0.016%
ancq_atq_lag05,87,0.016%
xrdq_yoy_lag07,87,0.016%
xrdq_yoy_lag08,87,0.016%
recdq_yoy_lag09,87,0.016%
xintq_revtq_lag11,87,0.016%
dpq_revtq_lag12,87,0.016%
dlttq_atq_lag13,87,0.016%
ivncfy_q_revtq_lag14,87,0.016%
chechy_q_yoy_lag16,87,0.016%
seqq_atq_lag16,87,0.016%
actq_atq_lag17,87,0.016%
intanq_yoy_lag01,86,0.016%
txpq_qoq_lag08,86,0.016%
revtq_lag11,86,0.016%
dlttq_atq_lag14,86,0.016%
recdq_yoy_lag15,86,0.016%
xrdq_revtq_lag15,86,0.016%
invtq_atq,85,0.015%
stkcoq_qoq_lag04,85,0.015%
fincfy_q_yoy_lag06,85,0.015%
chechy_q_yoy_lag10,85,0.015%
stkcoq_yoy_lag12,85,0.015%
lltq_atq_lag14,85,0.015%
lltq_atq_lag16,85,0.015%
recdq_yoy_lag01,84,0.015%
req_atq_lag01,84,0.015%
ppentq_atq_lag03,84,0.015%
dlttq_atq_lag06,84,0.015%
fincfy_q_revtq_lag07,84,0.015%
recchy_q_revtq_lag07,84,0.015%
stkcoq_qoq_lag17,84,0.015%
intanq_yoy_lag19,84,0.015%
tstkq_yoy,83,0.015%
chechy_q_yoy_lag01,83,0.015%
tstkq_yoy_lag01,83,0.015%
xrdq_yoy_lag06,83,0.015%
invtq_atq_lag09,83,0.015%
chechy_q_qoq_lag13,83,0.015%
ppentq_atq_lag13,83,0.015%
ppentq_atq_lag14,83,0.015%
ppentq_atq_lag18,83,0.015%
stkcoq_qoq_lag19,83,0.015%
recdq_qoq,82,0.015%
gdwlq_yoy_lag02,82,0.015%
miiq_revtq_lag02,82,0.015%
xrdq_qoq_lag03,82,0.015%
revtq_lag04,82,0.015%
cshopq_qoq_lag04,82,0.015%
actq_atq_lag04,82,0.015%
stkcoq_revtq_lag07,82,0.015%
intanq_yoy_lag08,82,0.015%
txpq_qoq_lag09,82,0.015%
invtq_atq_lag11,82,0.015%
intanq_yoy_lag13,82,0.015%
xiq_revtq,81,0.015%
dpactq_revtq_lag03,81,0.015%
recchy_q_revtq_lag03,81,0.015%
tstkq_atq_lag04,81,0.015%
invchy_q_revtq_lag06,81,0.015%
chechy_q_yoy_lag08,81,0.015%
stkcoq_yoy_lag08,81,0.015%
recchy_q_revtq_lag11,81,0.015%
recchy_q_revtq_lag15,81,0.015%
xrdq_revtq_lag17,81,0.015%
atq_lag02,80,0.015%
stkcoq_revtq_lag04,80,0.015%
req_atq_lag05,80,0.015%
tstkq_atq_lag06,80,0.015%
invtq_atq_lag08,80,0.015%
req_atq_lag11,80,0.015%
xrdq_revtq_lag11,80,0.015%
tstkq_qoq_lag12,80,0.015%
dlttq_atq_lag12,80,0.015%
stkcoq_yoy_lag13,80,0.015%
tstkq_yoy_lag15,80,0.015%
cshopq_qoq,79,0.014%
chechy_q_yoy_lag02,79,0.014%
intanq_yoy_lag03,79,0.014%
ivchy_q_yoy_lag03,79,0.014%
xrdq_revtq_lag04,79,0.014%
dlttq_atq_lag07,79,0.014%
dpq_revtq_lag10,79,0.014%
ancq_atq_lag11,79,0.014%
xrdq_revtq_lag13,79,0.014%
stkcoq_qoq_lag15,79,0.014%
intanq_yoy_lag15,79,0.014%
ppentq_atq_lag17,79,0.014%
tstkq_qoq_lag02,78,0.014%
req_atq_lag03,78,0.014%
chechy_q_qoq_lag04,78,0.014%
xrdq_yoy_lag05,78,0.014%
xintq_revtq_lag14,78,0.014%
chechy_q_qoq_lag17,78,0.014%
stkcoq_yoy_lag17,78,0.014%
ivltq_yoy_lag01,77,0.014%
chechy_q_qoq_lag02,77,0.014%
stkcoq_revtq_lag05,77,0.014%
txpq_yoy_lag06,77,0.014%
dpactq_revtq_lag07,77,0.014%
dpactq_revtq_lag08,77,0.014%
invchy_q_revtq_lag08,77,0.014%
tstkq_yoy_lag11,77,0.014%
actq_atq_lag11,77,0.014%
chechy_q_qoq_lag15,77,0.014%
invchy_q_revtq_lag17,77,0.014%
recchy_q_revtq_lag18,77,0.014%
recdq_yoy_lag19,77,0.014%
stkcoq_yoy_lag19,77,0.014%
recchy_q_revtq_lag19,77,0.014%
gdwlq_yoy_lag01,76,0.014%
sppivy_q_qoq_lag02,76,0.014%
fincfy_q_yoy_lag02,76,0.014%
xrdq_yoy_lag03,76,0.014%
dvy_q_revtq_lag03,76,0.014%
chechy_q_qoq_lag06,76,0.014%
intanq_yoy_lag09,76,0.014%
oibdpq_revtq_lag10,76,0.014%
fincfy_q_qoq_lag11,76,0.014%
actq_atq_lag15,76,0.014%
req_atq_lag15,76,0.014%
chechy_q_qoq_lag19,76,0.014%
tstkq_atq_lag05,75,0.014%
stkcoq_revtq_lag06,75,0.014%
ivchy_q_qoq_lag08,75,0.014%
dvy_q_qoq_lag09,75,0.014%
stkcoq_yoy_lag10,75,0.014%
recdq_yoy_lag11,75,0.014%
atq_lag12,75,0.014%
ppentq_atq_lag12,75,0.014%
ancq_atq_lag14,75,0.014%
dvy_q_revtq_lag14,75,0.014%
tstkq_qoq_lag18,75,0.014%
recdq_yoy_lag02,74,0.013%
dvy_q_revtq_lag02,74,0.013%
ppentq_atq_lag05,74,0.013%
chechy_q_yoy_lag07,74,0.013%
sppivy_q_yoy_lag07,74,0.013%
actq_atq_lag09,74,0.013%
req_atq_lag09,74,0.013%
recchy_q_revtq_lag09,74,0.013%
xrdq_qoq_lag11,74,0.013%
stkcoq_revtq_lag11,74,0.013%
chechy_q_yoy_lag12,74,0.013%
actq_atq_lag13,74,0.013%
chechy_q_qoq_lag16,74,0.013%
xrdq_qoq_lag16,74,0.013%
txdbq_qoq_lag17,74,0.013%
drcq_qoq,73,0.013%
cshopq_yoy,73,0.013%
ivncfy_q_revtq,73,0.013%
miiq_revtq,73,0.013%
tstkq_atq_lag02,73,0.013%
txpq_qoq_lag03,73,0.013%
xrdq_revtq_lag03,73,0.013%
xrdq_yoy_lag04,73,0.013%
invchy_q_revtq_lag05,73,0.013%
recchy_q_revtq_lag08,73,0.013%
invchy_q_revtq_lag10,73,0.013%
txpq_qoq_lag15,73,0.013%
xrdq_qoq_lag15,73,0.013%
ancq_atq_lag15,73,0.013%
invchy_q_yoy_lag16,73,0.013%
lltq_atq_lag17,73,0.013%
stkcoq_revtq_lag19,73,0.013%
xaccq_yoy,72,0.013%
sivy_q_revtq_lag02,72,0.013%
ppentq_atq_lag06,72,0.013%
ivltq_yoy_lag10,72,0.013%
ivltq_yoy_lag12,72,0.013%
req_atq_lag13,72,0.013%
recdq_yoy_lag16,72,0.013%
chechy_q_qoq_lag01,71,0.013%
xintq_revtq_lag03,71,0.013%
req_atq_lag06,71,0.013%
doq_revtq_lag07,71,0.013%
dvy_q_revtq_lag08,71,0.013%
sppivy_q_yoy_lag12,71,0.013%
invchy_q_yoy_lag14,71,0.013%
chechy_q_qoq_lag18,71,0.013%
ivltq_yoy_lag02,70,0.013%
actq_atq_lag08,70,0.013%
invchy_q_revtq_lag09,70,0.013%
invtq_atq_lag10,70,0.013%
ivltq_yoy_lag18,70,0.013%
sivy_q_revtq,69,0.013%
txpq_qoq_lag06,69,0.013%
stkcoq_revtq_lag08,69,0.013%
sppivy_q_qoq_lag10,69,0.013%
acomincq_yoy_lag13,69,0.013%
ancq_atq_lag13,69,0.013%
invtq_atq_lag14,69,0.013%
xrdq_revtq_lag16,69,0.013%
drcq_atq_lag19,69,0.013%
tstkq_atq_lag19,69,0.013%
mibq_atq,68,0.012%
tstkq_yoy_lag04,68,0.012%
xrdq_qoq_lag05,68,0.012%
recchy_q_yoy_lag07,68,0.012%
tstkq_atq_lag07,68,0.012%
stkcoq_revtq_lag12,68,0.012%
txpq_qoq_lag16,68,0.012%
intanq_yoy_lag16,68,0.012%
stkcoq_revtq_lag18,68,0.012%
acomincq_qoq,67,0.012%
recchy_q_revtq_lag02,67,0.012%
dvy_q_revtq_lag04,67,0.012%
xrdq_revtq_lag07,67,0.012%
stkcoq_qoq_lag08,67,0.012%
req_atq_lag08,67,0.012%
mibq_atq_lag11,67,0.012%
invchy_q_revtq_lag13,67,0.012%
recchy_q_yoy_lag15,67,0.012%
sppivy_q_qoq_lag16,67,0.012%
stkcoq_qoq_lag18,67,0.012%
ivchy_q_revtq_lag18,67,0.012%
tstkq_atq_lag01,66,0.012%
xaccq_yoy_lag04,66,0.012%
invchy_q_revtq_lag04,66,0.012%
ivltq_yoy_lag15,66,0.012%
sppivy_q_revtq_lag02,65,0.012%
gdwlq_yoy_lag05,65,0.012%
tstkq_atq_lag08,65,0.012%
sppivy_q_revtq_lag09,65,0.012%
gdwlq_yoy_lag11,65,0.012%
stkcoq_qoq_lag12,65,0.012%
sivy_q_revtq_lag13,65,0.012%
tstkq_qoq_lag14,65,0.012%
fincfy_q_qoq_lag15,65,0.012%
invchy_q_revtq_lag15,65,0.012%
stkcoq_revtq_lag15,65,0.012%
recchy_q_yoy_lag04,64,0.012%
fincfy_q_qoq_lag05,64,0.012%
tstkq_yoy_lag06,64,0.012%
xrdq_revtq_lag06,64,0.012%
ivchy_q_yoy_lag08,64,0.012%
stkcoq_revtq_lag10,64,0.012%
xrdq_qoq_lag13,64,0.012%
sivy_q_revtq_lag14,64,0.012%
xrdq_qoq_lag18,64,0.012%
ivncfy_q_yoy,63,0.011%
invtq_atq_lag02,63,0.011%
xrdq_revtq_lag02,63,0.011%
ivncfy_q_revtq_lag05,63,0.011%
ivchy_q_qoq_lag07,63,0.011%
gdwlq_yoy_lag07,63,0.011%
dvy_q_revtq_lag07,63,0.011%
gdwlq_yoy_lag10,63,0.011%
recchy_q_yoy_lag12,63,0.011%
recdq_yoy_lag12,63,0.011%
sppivy_q_qoq_lag14,63,0.011%
fincfy_q_yoy_lag14,63,0.011%
tstkq_yoy_lag16,63,0.011%
recchy_q_yoy_lag01,62,0.011%
sppivy_q_yoy_lag02,62,0.011%
ivncfy_q_revtq_lag02,62,0.011%
tstkq_qoq_lag03,62,0.011%
recchy_q_revtq_lag04,62,0.011%
tstkq_yoy_lag05,62,0.011%
dvy_q_revtq_lag05,62,0.011%
gdwlq_yoy_lag08,62,0.011%
chechy_q_qoq_lag12,62,0.011%
sppivy_q_qoq_lag13,62,0.011%
stkcoq_qoq_lag14,62,0.011%
txdbq_qoq_lag16,62,0.011%
sppivy_q_yoy_lag16,62,0.011%
mibq_atq_lag17,62,0.011%
txdbq_qoq_lag18,62,0.011%
invchy_q_revtq_lag19,62,0.011%
xrdq_qoq,61,0.011%
gdwlq_yoy_lag06,61,0.011%
chechy_q_qoq_lag08,61,0.011%
invchy_q_yoy_lag11,61,0.011%
sivy_q_revtq_lag12,61,0.011%
sppivy_q_yoy_lag13,61,0.011%
stkcoq_yoy_lag14,61,0.011%
drcq_atq_lag16,61,0.011%
stkcoq_yoy_lag18,61,0.011%
chechy_q_qoq_lag03,60,0.011%
fincfy_q_yoy_lag03,60,0.011%
ancq_atq_lag06,60,0.011%
ivncfy_q_revtq_lag07,60,0.011%
chechy_q_qoq_lag10,60,0.011%
tstkq_atq_lag12,60,0.011%
recchy_q_revtq_lag12,60,0.011%
ivncfy_q_revtq_lag13,60,0.011%
stkcoq_revtq_lag17,60,0.011%
intanq_yoy_lag18,60,0.011%
fincfy_q_qoq_lag01,59,0.011%
recdq_yoy_lag03,59,0.011%
fincfy_q_qoq_lag07,59,0.011%
ancq_atq_lag08,59,0.011%
tstkq_atq_lag09,59,0.011%
stkcoq_revtq_lag13,59,0.011%
tstkq_yoy_lag14,59,0.011%
pstkq_atq_lag18,59,0.011%
acomincq_qoq_lag02,58,0.011%
actq_atq_lag05,58,0.011%
stkcoq_qoq_lag06,58,0.011%
sppivy_q_qoq_lag07,58,0.011%
fincfy_q_yoy_lag08,58,0.011%
recdq_yoy_lag10,58,0.011%
ancq_atq_lag10,58,0.011%
invchy_q_revtq_lag11,58,0.011%
acomincq_yoy_lag12,58,0.011%
recchy_q_yoy_lag14,58,0.011%
ivchy_q_yoy_lag16,58,0.011%
chechy_q_yoy_lag05,57,0.010%
dvy_q_revtq_lag06,57,0.010%
sivy_q_revtq_lag08,57,0.010%
mibq_atq_lag10,57,0.010%
recchy_q_yoy_lag11,57,0.010%
gdwlq_yoy_lag12,57,0.010%
ivltq_yoy_lag14,57,0.010%
sppivy_q_revtq_lag18,57,0.010%
recdq_qoq_lag01,56,0.010%
xrdq_qoq_lag01,56,0.010%
ivchy_q_qoq_lag02,56,0.010%
ivncfy_q_revtq_lag04,56,0.010%
tstkq_qoq_lag06,56,0.010%
cshopq_yoy_lag06,56,0.010%
tstkq_yoy_lag08,56,0.010%
fincfy_q_yoy_lag09,56,0.010%
xrdq_qoq_lag12,56,0.010%
ancq_atq_lag12,56,0.010%
dvy_q_revtq_lag12,56,0.010%
invtq_atq_lag13,56,0.010%
req_atq_lag14,56,0.010%
sppivy_q_qoq_lag15,56,0.010%
ivltq_yoy_lag16,56,0.010%
sppivy_q_yoy_lag17,56,0.010%
recdq_qoq_lag19,56,0.010%
tstkq_yoy_lag19,56,0.010%
invchy_q_qoq,55,0.010%
fincfy_q_yoy,55,0.010%
invchy_q_revtq,55,0.010%
acomincq_qoq_lag01,55,0.010%
tstkq_atq_lag03,55,0.010%
doq_revtq_lag04,55,0.010%
recchy_q_yoy_lag06,55,0.010%
recdq_yoy_lag07,55,0.010%
gdwlq_yoy_lag09,55,0.010%
recchy_q_revtq_lag13,55,0.010%
xrdq_revtq_lag18,55,0.010%
recchy_q_qoq_lag19,55,0.010%
xrdq_qoq_lag19,55,0.010%
ivchy_q_yoy_lag19,55,0.010%
sivy_q_revtq_lag01,54,0.010%
invtq_atq_lag03,54,0.010%
recchy_q_yoy_lag05,54,0.010%
chechy_q_qoq_lag07,54,0.010%
tstkq_yoy_lag07,54,0.010%
acomincq_yoy_lag08,54,0.010%
stkcoq_qoq_lag13,54,0.010%
recdq_yoy_lag14,54,0.010%
recdq_qoq_lag15,54,0.010%
stkcoq_revtq_lag16,54,0.010%
sivy_q_revtq_lag17,54,0.010%
sppivy_q_revtq_lag17,54,0.010%
gdwlq_yoy_lag18,54,0.010%
fincfy_q_qoq_lag02,53,0.010%
cshopq_yoy_lag02,53,0.010%
ivncfy_q_revtq_lag03,53,0.010%
sivy_q_revtq_lag03,53,0.010%
recdq_yoy_lag06,53,0.010%
invtq_atq_lag07,53,0.010%
recchy_q_yoy_lag08,53,0.010%
xaccq_yoy_lag11,53,0.010%
fincfy_q_qoq_lag12,53,0.010%
fincfy_q_yoy_lag15,53,0.010%
ivchy_q_yoy_lag15,53,0.010%
sppivy_q_yoy_lag15,53,0.010%
fincfy_q_qoq_lag19,53,0.010%
pstkq_atq_lag02,52,0.009%
sppivy_q_revtq_lag04,52,0.009%
stkcoq_qoq_lag05,52,0.009%
ivncfy_q_revtq_lag06,52,0.009%
sppivy_q_revtq_lag10,52,0.009%
tstkq_yoy_lag12,52,0.009%
ivchy_q_yoy_lag14,52,0.009%
tstkq_atq_lag15,52,0.009%
recdq_yoy_lag18,52,0.009%
ivchy_q_revtq_lag19,52,0.009%
chechy_q_qoq,51,0.009%
drcq_qoq_lag01,51,0.009%
tstkq_qoq_lag01,51,0.009%
tstkq_qoq_lag04,51,0.009%
invtq_atq_lag04,51,0.009%
fincfy_q_qoq_lag06,51,0.009%
stkcoq_revtq_lag09,51,0.009%
atq_lag11,51,0.009%
dvy_q_revtq_lag11,51,0.009%
fincfy_q_qoq_lag13,51,0.009%
gdwlq_yoy_lag13,51,0.009%
drcq_qoq_lag02,50,0.009%
xrdq_qoq_lag02,50,0.009%
ivchy_q_revtq_lag03,50,0.009%
cshopq_yoy_lag05,50,0.009%
acomincq_yoy_lag06,50,0.009%
spiq_yoy_lag06,50,0.009%
invtq_atq_lag06,50,0.009%
ivncfy_q_revtq_lag08,50,0.009%
cshopq_yoy_lag09,50,0.009%
recchy_q_revtq_lag10,50,0.009%
sivy_q_revtq_lag10,50,0.009%
xrdq_revtq_lag10,50,0.009%
invtq_atq_lag12,50,0.009%
stkcoq_revtq_lag14,50,0.009%
recchy_q_qoq,49,0.009%
spiq_qoq,49,0.009%
cshopq_qoq_lag03,49,0.009%
cshopq_qoq_lag07,49,0.009%
cshopq_yoy_lag07,49,0.009%
invchy_q_yoy_lag10,49,0.009%
ivltq_yoy_lag11,49,0.009%
sppivy_q_revtq_lag13,49,0.009%
recchy_q_yoy_lag16,49,0.009%
ivchy_q_qoq_lag18,49,0.009%
ivncfy_q_yoy_lag18,49,0.009%
miiq_revtq_lag19,49,0.009%
spiq_revtq_lag19,49,0.009%
sppivy_q_qoq_lag01,48,0.009%
invchy_q_revtq_lag01,48,0.009%
acomincq_yoy_lag02,48,0.009%
drcq_atq_lag02,48,0.009%
cshopq_yoy_lag04,48,0.009%
invchy_q_yoy_lag05,48,0.009%
invchy_q_yoy_lag06,48,0.009%
xrdq_qoq_lag07,48,0.009%
xrdq_qoq_lag09,48,0.009%
tstkq_yoy_lag10,48,0.009%
sivy_q_revtq_lag11,48,0.009%
fincfy_q_yoy_lag12,48,0.009%
xrdq_qoq_lag14,48,0.009%
gdwlq_yoy_lag14,48,0.009%
sivy_q_revtq_lag15,48,0.009%
invchy_q_revtq_lag18,48,0.009%
cshopq_yoy_lag19,48,0.009%
recchy_q_yoy_lag03,47,0.009%
invtq_atq_lag05,47,0.009%
spiq_revtq_lag05,47,0.009%
actq_atq_lag07,47,0.009%
chechy_q_qoq_lag09,47,0.009%
tstkq_yoy_lag09,47,0.009%
ivchy_q_qoq_lag10,47,0.009%
actq_atq_lag12,47,0.009%
cshopq_qoq_lag14,47,0.009%
stkcoq_qoq_lag16,47,0.009%
ivltq_yoy_lag17,47,0.009%
fincfy_q_yoy_lag01,46,0.008%
acomincq_yoy_lag04,46,0.008%
recdq_yoy_lag04,46,0.008%
recchy_q_revtq_lag05,46,0.008%
xrdq_qoq_lag06,46,0.008%
recchy_q_qoq_lag07,46,0.008%
